ID ANSSI;Titre ANSSI;Type;Date;CVE;CVSS;Base Severity;CWE;EPSS;Lien;Description;Éditeur;Produit;Version
CERTFR-2025-ALE-002;[MàJ] Vulnérabilité dans les produits Fortinet (14 janvier 2025);alerte;Tue, 14 Jan 2025 00:00:00 +0000;CVE-2024-55591;9.6;Critical;CWE-288;0.941110000;https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-002/;;;
CERTFR-2025-ALE-003;[MàJ] Vulnérabilité dans les produits Ivanti (03 avril 2025);alerte;Thu, 03 Apr 2025 00:00:00 +0000;CVE-2025-22457;9;Critical;CWE-121;0.491320000;https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-003/;;;
CERTFR-2025-ALE-004;Activités de post-exploitation dans Fortinet FortiGate (11 avril 2025);alerte;Fri, 11 Apr 2025 00:00:00 +0000;;;;;;https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-004/;;;
CERTFR-2025-ALE-005;Vulnérabilité dans SAP NetWeaver (28 avril 2025);alerte;Mon, 28 Apr 2025 00:00:00 +0000;CVE-2025-31324;10;Critical;CWE-434;0.383170000;https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-005/;;;
CERTFR-2025-ALE-006;Vulnérabilité dans les produits Fortinet (13 mai 2025);alerte;Tue, 13 May 2025 00:00:00 +0000;CVE-2025-32756;9.6;Critical;CWE-121;0.256510000;https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-006/;;;
CERTFR-2025-ALE-007;Multiples vulnérabilités dans Ivanti Endpoint Manager Mobile (EPMM) (14 mai 2025);alerte;Wed, 14 May 2025 00:00:00 +0000;CVE-2025-4427;5.3;Medium;CWE-288;0.914600000;https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-007/;;;
CERTFR-2025-ALE-007;Multiples vulnérabilités dans Ivanti Endpoint Manager Mobile (EPMM) (14 mai 2025);alerte;Wed, 14 May 2025 00:00:00 +0000;CVE-2025-4428;7.2;High;CWE-94;0.542980000;https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-007/;;;
CERTFR-2025-ALE-008;[MàJ] Vulnérabilité dans Roundcube (05 juin 2025);alerte;Thu, 05 Jun 2025 00:00:00 +0000;CVE-2025-49113;9.9;Critical;CWE-502;0.918350000;https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-008/;;;
CERTFR-2025-ALE-009;Multiples vulnérabilités dans Citrix NetScaler ADC et NetScaler Gateway (01 juillet 2025);alerte;Tue, 01 Jul 2025 00:00:00 +0000;CVE-2025-6543;;Inconnu;CWE-119;0.030480000;https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-009/;;;
CERTFR-2025-ALE-009;Multiples vulnérabilités dans Citrix NetScaler ADC et NetScaler Gateway (01 juillet 2025);alerte;Tue, 01 Jul 2025 00:00:00 +0000;CVE-2025-5777;;Inconnu;CWE-125;0.765240000;https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-009/;;;
